hustobc_class,source_group,identity_official_code,identity_official_reading_jtz,identity_official_status,top1_official_code,top1_similarity,top1_official_reading_jtz,top1_official_status,top1_has_jitilin_entry,is_verified_correction
X/505,X,,,,U6197A,0.6864,茨,deciphered,false,false
X/506,X,,,,U61AF5,0.7109,鬥,deciphered,true,false
X/507,X,,,,U605D0,0.6743,,undeciphered,false,false
X/508,X,,,,U6037E,0.7015,,undeciphered,true,false
X/509,X,,,,U609C0,0.6946,,undeciphered,false,false
X/51,X,,,,U60180,0.6123,祝,deciphered,true,false
X/510,X,,,,U600C7,0.7232,,undeciphered,true,false
X/511,X,,,,U60CF2,0.7052,,undeciphered,true,false
X/512,X,,,,U60761,0.5949,,undeciphered,false,false
X/513,X,,,,U6117D,0.6417,妇,deciphered,true,false
X/514,X,,,,U60719,0.6903,深,deciphered,true,false
X/515,X,,,,U615A7,0.6192,二千,deciphered,false,false
X/516,X,,,,U6045F,0.5986,,undeciphered,true,false
X/517,X,,,,U619CF,0.6826,擒,deciphered,false,false
X/518,X,,,,U6089F,0.6561,,undeciphered,true,false
X/519,X,,,,U6108C,0.652,興,deciphered,true,false
X/52,X,,,,U61504,0.6303,入乙,deciphered,true,false
X/520,X,,,,U60522,0.6917,枚,deciphered,true,false
X/521,X,,,,U60535,0.749,,undeciphered,true,false
X/522,X,,,,U6194C,0.6497,,undeciphered,false,false
X/523,X,,,,U612FE,0.6537,鸡,deciphered,true,false
X/524,X,,,,U614DD,0.6865,大丁,deciphered,true,false
X/525,X,,,,U60DBE,0.5925,,undeciphered,true,false
X/526,X,,,,U6071F,0.6852,,undeciphered,true,false
X/527,X,,,,U60E15,0.6344,卲,deciphered,false,false
X/528,X,,,,U60EA3,0.6934,残疑字,deciphered,true,false
X/529,X,,,,U605AD,0.6696,,undeciphered,false,false
X/53,X,,,,U61504,0.6475,入乙,deciphered,true,false
X/530,X,,,,U6053D,0.7162,,undeciphered,true,false
X/531,X,,,,U611DE,0.7269,,undeciphered,true,false
X/532,X,,,,U60529,0.6811,,undeciphered,false,false
X/533,X,,,,U60DAA,0.6144,,undeciphered,true,false
X/534,X,,,,U607B5,0.7493,,undeciphered,false,false
X/535,X,,,,U609E6,0.7422,龚,deciphered,true,false
X/536,X,,,,U6014F,0.7575,髭,deciphered,true,false
X/537,X,,,,U60077,0.5874,北,deciphered,true,false
X/538,X,,,,U6089F,0.679,,undeciphered,true,false
X/539,X,,,,U60DBD,0.7295,戒,deciphered,true,false
X/54,X,,,,U61A93,0.7904,月/夕,deciphered,false,false
X/540,X,,,,U6188E,0.6792,,undeciphered,true,false
X/541,X,,,,U6009E,0.6663,,undeciphered,true,false
X/542,X,,,,U604F9,0.6676,,undeciphered,true,false
X/543,X,,,,U61051,0.6506,糞,deciphered,true,false
X/544,X,,,,U60FFD,0.7007,登,deciphered,false,false
X/545,X,,,,U60E82,0.6468,,undeciphered,false,false
X/546,X,,,,U61245,0.6997,冓,deciphered,true,false
X/547,X,,,,U60BC4,0.6883,,undeciphered,false,false
X/548,X,,,,U600CA,0.6783,,undeciphered,true,false
X/549,X,,,,U60B4E,0.6986,,undeciphered,false,false
X/55,X,,,,U613EE,0.7284,十,deciphered,true,false
X/550,X,,,,U604D2,0.6832,廾,deciphered,true,false
X/551,X,,,,U60FB4,0.6366,獻,deciphered,true,false
X/552,X,,,,U6084C,0.7,求,deciphered,false,false
X/553,X,,,,U60FE4,0.6542,,undeciphered,true,false
X/554,X,,,,U602D2,0.6502,,undeciphered,false,false
X/555,X,,,,U60866,0.68,,undeciphered,true,false
X/556,X,,,,U615AF,0.7119,三萬,deciphered,false,false
X/557,X,,,,U60F88,0.772,小臣酌,deciphered,false,false
X/558,X,,,,U60180,0.6753,祝,deciphered,true,false
X/559,X,,,,U6124E,0.658,,undeciphered,true,false
X/56,X,,,,U61419,0.647,,undeciphered,true,false
X/560,X,,,,U60D00,0.7231,衍,deciphered,true,false
X/561,X,,,,U60713,0.7743,残疑字,deciphered,true,false
X/562,X,,,,U607F1,0.7005,,undeciphered,false,false
X/563,X,,,,U60EBB,0.7068,,undeciphered,true,false
X/564,X,,,,U60874,0.6702,羴,deciphered,false,false
X/565,X,,,,U6102F,0.7112,壴,deciphered,false,false
X/566,X,,,,U619F1,0.681,夒,deciphered,true,false
X/567,X,,,,U6066B,0.6351,,undeciphered,true,false
X/568,X,,,,U60551,0.8805,,undeciphered,false,false
X/569,X,,,,U61157,0.7701,,undeciphered,false,false
X/57,X,,,,U613FD,0.6646,,undeciphered,true,false
X/570,X,,,,U6046C,0.6778,疐,deciphered,true,false
X/571,X,,,,U60B79,0.6401,,undeciphered,true,false
X/572,X,,,,U604E4,0.6736,寻,deciphered,true,false
X/573,X,,,,U60275,0.6589,姫,deciphered,true,false
X/574,X,,,,U6038D,0.7215,,undeciphered,true,false
X/575,X,,,,U605AB,0.7621,,undeciphered,false,false
X/576,X,,,,U6194C,0.6704,,undeciphered,false,false
X/577,X,,,,U61761,0.6868,一鬯,deciphered,false,false
X/578,X,,,,U60F75,0.775,,undeciphered,false,false
X/579,X,,,,U60D8E,0.7135,才（在）,deciphered,true,false
X/58,X,,,,U61A66,0.8129,,undeciphered,true,false
X/580,X,,,,U60FDC,0.5966,,undeciphered,false,false
X/581,X,,,,U605D5,0.7333,,undeciphered,false,false
X/582,X,,,,U60EF2,0.6118,,undeciphered,false,false
X/583,X,,,,U61099,0.7025,宁(賈）,deciphered,true,false
X/584,X,,,,U6143A,0.7583,,undeciphered,true,false
X/585,X,,,,U605C5,0.7237,暈,deciphered,true,false
X/586,X,,,,U61723,0.7023,四羌,deciphered,false,false
X/587,X,,,,U60826,0.6384,,undeciphered,false,false
X/588,X,,,,U611A0,0.7519,残疑字,deciphered,false,false
X/589,X,,,,U605F3,0.696,,undeciphered,true,false
X/59,X,,,,U60E30,0.6603,,undeciphered,true,false
X/590,X,,,,U60D79,0.6186,,undeciphered,false,false
X/591,X,,,,U60EDE,0.6652,弓,deciphered,true,false
X/592,X,,,,U613DF,0.7063,䇂,deciphered,true,false
X/593,X,,,,U60633,0.6538,丘,deciphered,true,false
X/594,X,,,,U60EF5,0.676,,undeciphered,true,false
X/595,X,,,,U60F0D,0.5836,盟,deciphered,false,false
X/596,X,,,,U61B29,0.6973,禍,deciphered,false,false
X/597,X,,,,U60F70,0.6353,,undeciphered,true,false
X/598,X,,,,U60615,0.6727,,undeciphered,true,false
X/599,X,,,,U602D4,0.6619,,undeciphered,false,false
X/6,X,,,,U61252,0.7453,,undeciphered,true,false
X/60,X,,,,U61834,0.6883,残疑字,deciphered,false,false
X/600,X,,,,U618AD,0.6479,非,deciphered,true,false
X/601,X,,,,U61643,0.6858,朿,deciphered,true,false
X/602,X,,,,U60993,0.66,,undeciphered,true,false
X/603,X,,,,U61B5B,0.6599,象,deciphered,true,false
X/604,X,,,,U611BF,0.6894,,undeciphered,true,false
X/605,X,,,,U6061F,0.6865,,undeciphered,true,false
X/606,X,,,,U60BC2,0.6402,丙,deciphered,true,false
X/607,X,,,,U60979,0.6649,,undeciphered,true,false
X/608,X,,,,U6062F,0.6904,土,deciphered,true,false
X/609,X,,,,U6130E,0.5727,弟,deciphered,true,false
X/61,X,,,,U613D5,0.6686,,undeciphered,true,false
X/610,X,,,,U617A8,0.6078,湄日,deciphered,false,false
X/611,X,,,,U6122C,0.6245,,undeciphered,true,false
X/612,X,,,,U60367,0.6581,嚚,deciphered,true,false
X/613,X,,,,U6070C,0.6823,灑,deciphered,true,false
X/614,X,,,,U61196,0.7234,追,deciphered,false,false
X/615,X,,,,U6124C,0.7245,,undeciphered,false,false
X/616,X,,,,U61430,0.6833,,undeciphered,false,false
X/617,X,,,,U603E2,0.5815,,undeciphered,true,false
X/618,X,,,,U6075A,0.6414,莫（暮）,deciphered,false,false
X/619,X,,,,U6056F,0.7344,残疑字,deciphered,false,false
X/62,X,,,,U6040D,0.629,踴,deciphered,true,false
X/620,X,,,,U60670,0.6432,,undeciphered,true,false
X/621,X,,,,U61A8C,0.6391,呈,deciphered,true,false
X/622,X,,,,U60A9D,0.5879,,undeciphered,true,false
X/623,X,,,,U60651,0.6684,,undeciphered,false,false
X/624,X,,,,U61260,0.6388,,undeciphered,true,false
X/625,X,,,,U60656,0.6871,,undeciphered,false,false
X/626,X,,,,U60557,0.7537,,undeciphered,false,false
X/627,X,,,,U60180,0.6928,祝,deciphered,true,false
X/628,X,,,,U6023D,0.6305,,undeciphered,false,false
X/629,X,,,,U616A6,0.6764,马,deciphered,false,false
X/63,X,,,,U61623,0.6477,匕（比）,deciphered,false,false
X/630,X,,,,U60713,0.7871,残疑字,deciphered,true,false
X/631,X,,,,U61328,0.6872,,undeciphered,false,false
X/632,X,,,,U61834,0.7001,残疑字,deciphered,false,false
X/633,X,,,,U60907,0.7133,,undeciphered,true,false
X/634,X,,,,U61834,0.6247,残疑字,deciphered,false,false
X/635,X,,,,U61B17,0.6712,翌日,deciphered,false,false
X/636,X,,,,U613BA,0.6756,,undeciphered,false,false
X/637,X,,,,U616EB,0.6617,磬,deciphered,true,false
X/638,X,,,,U6050E,0.6452,,undeciphered,true,false
X/639,X,,,,U60CD2,0.6997,農（晨）,deciphered,true,false
X/64,X,,,,U611A3,0.6309,官,deciphered,true,false
X/640,X,,,,U60E57,0.6804,新,deciphered,true,false
X/641,X,,,,U6050E,0.7391,,undeciphered,true,false
X/642,X,,,,U60A32,0.695,,undeciphered,false,false
X/643,X,,,,U6109D,0.6001,丹,deciphered,true,false
X/644,X,,,,U606E0,0.7117,,undeciphered,false,false
X/645,X,,,,U60F00,0.6716,,undeciphered,true,false
X/646,X,,,,U6108C,0.6365,興,deciphered,true,false
X/647,X,,,,U60718,0.8122,,undeciphered,true,false
X/648,X,,,,U61950,0.6648,韦,deciphered,false,false
X/649,X,,,,U61539,0.6227,妣乙,deciphered,true,false
X/65,X,,,,U608AE,0.6745,剢,deciphered,true,false
X/650,X,,,,U6197B,0.6503,水,deciphered,true,false
X/651,X,,,,U608A5,0.6681,豚,deciphered,true,false
X/652,X,,,,U6104E,0.7104,罝,deciphered,false,false
X/653,X,,,,U608E6,0.6839,,undeciphered,false,false
X/654,X,,,,U606B8,0.6681,川（水）,deciphered,true,false
X/655,X,,,,U6188F,0.6362,興,deciphered,true,false
X/656,X,,,,U60F04,0.7104,,undeciphered,false,false
X/657,X,,,,U6052C,0.7255,,undeciphered,true,false
X/658,X,,,,U606B8,0.6271,川（水）,deciphered,true,false
X/659,X,,,,U6086C,0.6297,,undeciphered,false,false
X/66,X,,,,U6061F,0.7121,,undeciphered,true,false
X/660,X,,,,U606B8,0.6567,川（水）,deciphered,true,false
X/661,X,,,,U60737,0.6662,屮,deciphered,true,false
X/662,X,,,,U60768,0.6463,,undeciphered,true,false
X/663,X,,,,U60761,0.7037,,undeciphered,false,false
X/664,X,,,,U6135B,0.6568,玨,deciphered,true,false
X/665,X,,,,U60782,0.7239,,undeciphered,false,false
X/666,X,,,,U6074C,0.675,,undeciphered,true,false
X/667,X,,,,U607DA,0.585,,undeciphered,true,false
X/668,X,,,,U61359,0.6611,玨,deciphered,false,false
X/669,X,,,,U61358,0.7114,玉,deciphered,true,false
X/67,X,,,,U6122C,0.643,,undeciphered,true,false
X/670,X,,,,U618B5,0.7113,众,deciphered,true,false
X/671,X,,,,U60092,0.631,,undeciphered,true,false
X/672,X,,,,U61358,0.701,玉,deciphered,true,false
X/673,X,,,,U613A6,0.6629,棘,deciphered,false,false
X/674,X,,,,U607BF,0.6397,桑,deciphered,true,false
X/675,X,,,,U61B6D,0.7138,,undeciphered,false,false
X/676,X,,,,U61020,0.6677,壴,deciphered,true,false
X/677,X,,,,U6142F,0.6813,子,deciphered,false,false
X/678,X,,,,U611DD,0.7043,干,deciphered,true,false
X/679,X,,,,U613F4,0.7003,七十,deciphered,true,false
X/68,X,,,,U61263,0.7079,侜,deciphered,false,false
X/680,X,,,,U61828,0.6855,害,deciphered,false,false
X/681,X,,,,U60EDE,0.6198,弓,deciphered,true,false
X/682,X,,,,U60939,0.6971,,undeciphered,true,false
X/683,X,,,,U6130B,0.6997,系,deciphered,false,false
X/684,X,,,,U60E78,0.6795,,undeciphered,true,false
X/685,X,,,,U60424,0.7256,韦,deciphered,true,false
X/686,X,,,,U605D6,0.6792,良,deciphered,true,false
X/687,X,,,,U611AE,0.6276,,undeciphered,true,false
X/688,X,,,,U61248,0.7484,遘,deciphered,true,false
X/689,X,,,,U607BF,0.6879,桑,deciphered,true,false
X/69,X,,,,U61A68,0.7364,刖,deciphered,true,false
X/690,X,,,,U60792,0.7056,,undeciphered,true,false
X/691,X,,,,U60114,0.6084,髦,deciphered,true,false
X/692,X,,,,U611CC,0.6841,,undeciphered,false,false
X/693,X,,,,U60234,0.6878,,undeciphered,true,false
X/694,X,,,,U60712,0.7054,渔,deciphered,true,false
X/695,X,,,,U607C5,0.6914,丧,deciphered,true,false
X/696,X,,,,U6013F,0.6906,叕,deciphered,false,false
X/697,X,,,,U60943,0.7255,逐,deciphered,true,false
X/698,X,,,,U6019C,0.6863,,undeciphered,false,false
X/699,X,,,,U60CCC,0.6773,,undeciphered,false,false
X/7,X,,,,U617C7,0.6515,小子,deciphered,false,false
X/70,X,,,,U608E2,0.6122,廌,deciphered,true,false
X/700,X,,,,U60722,0.6984,,undeciphered,false,false
X/701,X,,,,U60186,0.6378,,undeciphered,true,false
X/702,X,,,,U607AB,0.7156,春,deciphered,true,false
X/703,X,,,,U61AC0,0.7277,残疑字,deciphered,false,false
X/704,X,,,,U609B1,0.6757,,undeciphered,false,false
X/705,X,,,,U60761,0.6912,,undeciphered,false,false
X/706,X,,,,U616A6,0.6818,马,deciphered,false,false
X/707,X,,,,U602B8,0.6833,,undeciphered,true,false
X/708,X,,,,U60D30,0.7105,,undeciphered,unknown-if-fetch-failed,false
X/709,X,,,,U6169A,0.6383,,undeciphered,false,false
X/71,X,,,,U604E5,0.6666,,undeciphered,true,false
X/710,X,,,,U60E4A,0.7297,帀,deciphered,true,false
X/711,X,,,,U613B2,0.8166,朿,deciphered,true,false
X/712,X,,,,U607D1,0.6642,亲,deciphered,false,false
X/713,X,,,,U616EF,0.7371,禾(年),deciphered,true,false
X/714,X,,,,U6080C,0.6222,黍,deciphered,true,false
X/715,X,,,,U6170E,0.6666,,undeciphered,false,false
X/716,X,,,,U613B2,0.6263,朿,deciphered,true,false
X/717,X,,,,U60DBE,0.6351,,undeciphered,true,false
X/718,X,,,,U607C5,0.7044,丧,deciphered,true,false
X/719,X,,,,U6083C,0.7798,束,deciphered,true,false
X/72,X,,,,U61563,0.6741,母辛,deciphered,true,false
X/720,X,,,,U618F2,0.6551,异,deciphered,false,false
X/721,X,,,,U618E4,0.7052,,undeciphered,false,false
X/722,X,,,,U614B2,0.6482,未,deciphered,true,false
X/723,X,,,,U60840,0.6477,,undeciphered,false,false
X/724,X,,,,U60826,0.6535,,undeciphered,false,false
X/725,X,,,,U617D6,0.5993,,undeciphered,false,false
X/726,X,,,,U61234,0.6625,,undeciphered,true,false
X/727,X,,,,U607D9,0.6987,残疑字,deciphered,false,false
X/728,X,,,,U60713,0.7933,残疑字,deciphered,true,false
X/729,X,,,,U601A7,0.653,鄉（饗）,deciphered,true,false
X/73,X,,,,U6147B,0.7116,辛,deciphered,true,false
X/730,X,,,,U60329,0.7659,,undeciphered,false,false
X/731,X,,,,U60CD0,0.6936,震,deciphered,true,false
X/732,X,,,,U60266,0.6396,,undeciphered,true,false
X/733,X,,,,U60864,0.7172,屰,deciphered,unknown-if-fetch-failed,false
X/734,X,,,,U60866,0.697,,undeciphered,true,false
X/735,X,,,,U6085A,0.7135,牟,deciphered,true,false
X/736,X,,,,U60A32,0.7341,,undeciphered,false,false
X/737,X,,,,U607F1,0.678,,undeciphered,false,false
X/738,X,,,,U60A2C,0.6394,鼉,deciphered,true,false
X/739,X,,,,U60866,0.7432,,undeciphered,true,false
X/74,X,,,,U60A09,0.7234,氒,deciphered,false,false
X/740,X,,,,U61695,0.676,物（勿牛）,deciphered,false,false
X/741,X,,,,U6041C,0.6829,置,deciphered,true,false
X/742,X,,,,U61764,0.6073,十鬯,deciphered,false,false
X/743,X,,,,U6087B,0.666,骍,deciphered,true,false
X/744,X,,,,U600D9,0.7196,,undeciphered,true,false
X/745,X,,,,U61B07,0.6959,,undeciphered,true,false
X/746,X,,,,U60939,0.6434,,undeciphered,true,false
X/747,X,,,,U61744,0.6457,一彘,deciphered,false,false
X/748,X,,,,U60184,0.7119,祝,deciphered,true,false
X/749,X,,,,U60090,0.6691,㳄,deciphered,true,false
X/75,X,,,,U610F9,0.669,恒,deciphered,true,false
X/750,X,,,,U609F3,0.748,,undeciphered,false,false
X/751,X,,,,U608CE,0.6863,,undeciphered,true,false
X/752,X,,,,U60937,0.6939,陷,deciphered,true,false
X/753,X,,,,U61A84,0.6947,,undeciphered,false,false
X/754,X,,,,U608A2,0.7564,,undeciphered,false,false
X/755,X,,,,U608D4,0.6846,,undeciphered,true,false
X/756,X,,,,U6028A,0.6267,彝,deciphered,true,false
X/757,X,,,,U608EE,0.8066,,undeciphered,true,false
X/758,X,,,,U608D6,0.6459,,undeciphered,true,false
X/759,X,,,,U60532,0.669,,undeciphered,false,false
X/76,X,,,,U610A9,0.6654,,undeciphered,false,false
X/760,X,,,,U60E2D,0.6968,,undeciphered,true,false
X/761,X,,,,U60950,0.7206,,undeciphered,true,false
X/762,X,,,,U616AC,0.7501,,undeciphered,false,false
X/763,X,,,,U60896,0.7048,,undeciphered,true,false
X/764,X,,,,U616A8,0.7066,兕,deciphered,false,false
X/765,X,,,,U61A4B,0.6835,垂,deciphered,false,false
X/766,X,,,,U606C3,0.7182,窪,deciphered,unknown-if-fetch-failed,false
X/767,X,,,,U60F96,0.6517,猶,deciphered,false,false
X/768,X,,,,U608D4,0.6791,,undeciphered,true,false
X/769,X,,,,U60039,0.7278,耋,deciphered,true,false
X/77,X,,,,U600E9,0.6636,,undeciphered,true,false
X/770,X,,,,U60F97,0.6306,,undeciphered,true,false
X/771,X,,,,U61AF3,0.7078,祝,deciphered,true,false
X/772,X,,,,U60D5C,0.6885,奔馬,deciphered,false,false
X/773,X,,,,U61328,0.7545,,undeciphered,false,false
X/774,X,,,,U60E61,0.6767,残疑字,deciphered,false,false
X/775,X,,,,U60069,0.6653,残疑字,deciphered,false,false
X/776,X,,,,U605A3,0.6528,祼,deciphered,false,false
X/777,X,,,,U60E82,0.7145,,undeciphered,false,false
X/778,X,,,,U608AB,0.6832,,undeciphered,false,false
X/779,X,,,,U60904,0.7205,,undeciphered,true,false
X/78,X,,,,U60EF0,0.6971,引,deciphered,true,false
X/780,X,,,,U615AF,0.7459,三萬,deciphered,false,false
X/781,X,,,,U60F7B,0.6643,配,deciphered,true,false
X/782,X,,,,U60532,0.7032,,undeciphered,false,false
X/783,X,,,,U608CC,0.6709,,undeciphered,true,false
X/784,X,,,,U612FB,0.6949,,undeciphered,false,false
X/785,X,,,,U608F2,0.6705,,undeciphered,false,false
X/786,X,,,,U60262,0.6937,,undeciphered,true,false
X/787,X,,,,U608EB,0.6513,廌,deciphered,true,false
X/788,X,,,,U61696,0.641,物（勿牛）,deciphered,false,false
X/789,X,,,,U6023C,0.7118,瞽,deciphered,false,false
X/79,X,,,,U61116,0.6398,中妣,deciphered,true,false
X/790,X,,,,U61028,0.72,,undeciphered,false,false
X/791,X,,,,U60F42,0.6667,,undeciphered,true,false
X/792,X,,,,U608B7,0.6558,,undeciphered,false,false
X/793,X,,,,U600D6,0.724,,undeciphered,true,false
X/794,X,,,,U61089,0.6896,罝,deciphered,false,false
X/795,X,,,,U61453,0.7549,,undeciphered,false,false
X/796,X,,,,U609BB,0.7072,,undeciphered,true,false
X/797,X,,,,U60297,0.6879,,undeciphered,true,false
X/798,X,,,,U60903,0.7793,,undeciphered,true,false
X/799,X,,,,U61308,0.7082,系,deciphered,true,false
X/8,X,,,,U60CCE,0.6849,,undeciphered,true,false
X/80,X,,,,U60772,0.7253,,undeciphered,true,false
X/800,X,,,,U6059E,0.7206,祝,deciphered,false,false
X/801,X,,,,U6090B,0.6517,,undeciphered,false,false
X/802,X,,,,U60911,0.7336,,undeciphered,true,false
X/803,X,,,,U60297,0.6501,,undeciphered,true,false
X/804,X,,,,U616FB,0.6967,,undeciphered,false,false
X/805,X,,,,U616B8,0.6592,龙,deciphered,true,false
X/806,X,,,,U612EB,0.6923,,undeciphered,true,false
X/807,X,,,,U61301,0.708,,undeciphered,false,false
X/808,X,,,,U609BB,0.7257,,undeciphered,true,false
X/809,X,,,,U6094E,0.7876,,undeciphered,false,false
X/81,X,,,,U614E9,0.6281,小甲,deciphered,true,false
X/810,X,,,,U6096B,0.7358,风,deciphered,true,false
X/811,X,,,,U6094F,0.7263,,undeciphered,false,false
X/812,X,,,,U609B7,0.7474,,undeciphered,false,false
X/813,X,,,,U616A5,0.7355,马,deciphered,false,false
X/814,X,,,,U6084D,0.661,祗,deciphered,true,false
X/815,X,,,,U600DF,0.6297,,undeciphered,false,false
X/816,X,,,,U60987,0.7664,,undeciphered,true,false
X/817,X,,,,U6097A,0.6679,淮,deciphered,true,false
X/818,X,,,,U60988,0.6966,,undeciphered,true,false
X/819,X,,,,U60197,0.6894,,undeciphered,true,false
X/82,X,,,,U617B7,0.6913,小示,deciphered,false,false
X/820,X,,,,U6095C,0.697,,undeciphered,true,false
X/821,X,,,,U601A2,0.6831,,undeciphered,false,false
X/822,X,,,,U6180B,0.7124,伯糸尹,deciphered,false,false
X/823,X,,,,U60FBE,0.8127,残疑字,deciphered,false,false
X/824,X,,,,U61989,0.6347,瞽,deciphered,true,false
X/825,X,,,,U61089,0.6642,罝,deciphered,false,false
X/826,X,,,,U60056,0.6135,,undeciphered,true,false
X/827,X,,,,U616AC,0.6619,,undeciphered,false,false
X/828,X,,,,U6197A,0.7309,茨,deciphered,false,false
X/829,X,,,,U6097A,0.6331,淮,deciphered,true,false
X/83,X,,,,U60FDC,0.6824,,undeciphered,false,false
X/830,X,,,,U61989,0.6393,瞽,deciphered,true,false
X/831,X,,,,U60969,0.6207,风,deciphered,true,false
X/832,X,,,,U60966,0.6984,,undeciphered,false,false
X/833,X,,,,U61248,0.7234,遘,deciphered,true,false
X/834,X,,,,U6013B,0.6331,,undeciphered,true,false
X/835,X,,,,U619F7,0.7242,,undeciphered,true,false
X/836,X,,,,U609BD,0.7819,,undeciphered,true,false
X/837,X,,,,U60F01,0.7674,,undeciphered,true,false
X/838,X,,,,U609B5,0.7698,,undeciphered,true,false
X/839,X,,,,U618C7,0.7579,疑,deciphered,true,false
X/84,X,,,,U617DC,0.7131,小山,deciphered,true,false
X/840,X,,,,U608D6,0.6334,,undeciphered,true,false
X/841,X,,,,U60A32,0.6517,,undeciphered,false,false
X/842,X,,,,U6011C,0.7466,叕,deciphered,false,false
X/843,X,,,,U6130E,0.6699,弟,deciphered,true,false
X/844,X,,,,U604BF,0.6879,肘,deciphered,true,false
X/845,X,,,,U61472,0.6865,己酉,deciphered,false,false
X/846,X,,,,U6089A,0.6003,,undeciphered,false,false
X/847,X,,,,U61812,0.6466,,undeciphered,true,false
X/848,X,,,,U6089F,0.7067,,undeciphered,true,false
X/849,X,,,,U605B6,0.7895,,undeciphered,true,false
X/85,X,,,,U60E82,0.5861,,undeciphered,false,false
X/850,X,,,,U61A83,0.7242,,undeciphered,false,false
X/851,X,,,,U6072F,0.7047,,undeciphered,false,false
X/852,X,,,,U60A2A,0.7219,,undeciphered,true,false
X/853,X,,,,U60F01,0.6452,,undeciphered,true,false
X/854,X,,,,U60F01,0.6966,,undeciphered,true,false
X/855,X,,,,U612BC,0.7065,,undeciphered,true,false
X/856,X,,,,U612FB,0.6851,,undeciphered,false,false
X/857,X,,,,U6108C,0.73,興,deciphered,true,false
X/858,X,,,,U601A0,0.7278,,undeciphered,true,false
X/859,X,,,,U615A7,0.6948,二千,deciphered,false,false
X/86,X,,,,U612BC,0.6686,,undeciphered,true,false
X/860,X,,,,U61928,0.7857,,undeciphered,true,false
X/861,X,,,,U60A45,0.6985,,undeciphered,false,false
X/862,X,,,,U605AB,0.7222,,undeciphered,false,false
X/863,X,,,,U60A2C,0.6907,鼉,deciphered,true,false
X/864,X,,,,U606EB,0.6567,河,deciphered,true,false
X/865,X,,,,U60979,0.6935,,undeciphered,true,false
X/866,X,,,,U608FD,0.6445,,undeciphered,true,false
X/867,X,,,,U60FC4,0.7268,,undeciphered,false,false
X/868,X,,,,U61B69,0.6765,耤,deciphered,true,false
X/869,X,,,,U61539,0.6708,妣乙,deciphered,true,false
X/87,X,,,,U60F97,0.6626,,undeciphered,true,false
